MySQL Shell 8.0.43

Copyright (c) 2016, 2025, Oracle and/or its affiliates.
Oracle is a registered trademark of Oracle Corporation and/or its affiliates.
Other names may be trademarks of their respective owners.

Type '\help' or '\?' for help; '\quit' to exit.
 MySQL  JS > \sql
Switching to SQL mode... Commands end with ;
 MySQL  SQL > \c root@localhost
Creating a session to 'root@localhost'
Fetching global names for auto-completion... Press ^C to stop.
Your MySQL connection id is 12 (X protocol)
Server version: 8.0.43 MySQL Community Server - GPL
No default schema selected; type \use <schema> to set one.
 MySQL  localhost:33060+ ssl  SQL > use sakila
Default schema set to `sakila`.
Fetching global names, object names from `sakila` for auto-completion... Press ^C to stop.
 MySQL  localhost:33060+ ssl  sakila  SQL > SELECT
                                         ->     c.first_name,
                                         ->     c.last_name,
                                         ->     r.rental_id,
                                         -> FROM
                                         ->     customer AS c
                                         -> INNER JOIN
                                         ->     rental AS r ON c.customer_id = r.customer_id
                                         -> LIMIT 100;
ERROR: 1064: You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near 'FROM
    customer AS c
INNER JOIN
    rental AS r ON c.customer_id = r.customer_' at line 5
 MySQL  localhost:33060+ ssl  sakila  SQL > SELECT
                                         -> c.first_name,
                                         -> c.last_name,
                                         -> r.rental_id
                                         -> FROM
                                         -> customer AS c
                                         -> INNER JOIN
                                         -> rental AS r ON c.customer_id = r.customer_id
                                         -> LIMIT
                                         -> 100;
+------------+-----------+-----------+
| first_name | last_name | rental_id |
| STELLA    | MORENO      | ADAPTATION HOLES |
| CASSANDRA | WALTERS     | ADAPTATION HOLES |
| DEBORAH   | WALKER      | ADAPTATION HOLES |
| ROBIN     | HAYES       | ADAPTATION HOLES |
| OLGA      | JIMENEZ     | ADAPTATION HOLES |
| MARY      | SMITH       | ADAPTATION HOLES |
| ROSE      | HOWARD      | ADAPTATION HOLES |
| JOANNE    | ROBERTSON   | ADAPTATION HOLES |
| STEVEN    | CURLEY      | ADAPTATION HOLES |
| MARION    | SNYDER      | ADAPTATION HOLES |
| VIVIAN    | RUIZ        | AFFAIR PREJUDICE |
| NINA      | SOTO        | AFFAIR PREJUDICE |
| JORDAN    | ARCHULETA   | AFFAIR PREJUDICE |
| DANIELLE  | DANIELS     | AFFAIR PREJUDICE |
| SUE       | PETERS      | AFFAIR PREJUDICE |
| MICHAEL   | SILVERMAN   | AFFAIR PREJUDICE |
| JEFF      | EAST        | AFFAIR PREJUDICE |
| MEGAN     | PALMER      | AFFAIR PREJUDICE |
| ELEANOR   | HUNT        | AFFAIR PREJUDICE |
| NATALIE   | MEYER       | AFFAIR PREJUDICE |
| TOMMY     | COLLAZO     | AFFAIR PREJUDICE |
| MINNIE    | ROMERO      | AFFAIR PREJUDICE |
| CARMEN    | OWENS       | AFFAIR PREJUDICE |
| DEANNA    | BYRD        | AFFAIR PREJUDICE |
| KIMBERLY  | LEE         | AFFAIR PREJUDICE |
| BEVERLY   | BROOKS      | AFFAIR PREJUDICE |
| JIMMY     | SCHRADER    | AFFAIR PREJUDICE |
| JANICE    | WARD        | AFFAIR PREJUDICE |
| RUBEN     | GEARY       | AFFAIR PREJUDICE |
| CARMEN    | OWENS       | AFFAIR PREJUDICE |
| WALLACE   | SLONE       | AFFAIR PREJUDICE |
| OSCAR     | AQUINO      | AFFAIR PREJUDICE |
| JEROME    | KENYON      | AFFAIR PREJUDICE |
| CONNIE    | WALLACE     | AFRICAN EGG      |
| RICARDO   | MEADOR      | AFRICAN EGG      |
| BARRY     | LOVELACE    | AFRICAN EGG      |
| CASEY     | MENA        | AFRICAN EGG      |
| JOSHUA    | MARK        | AFRICAN EGG      |
| CURTIS    | IRBY        | AFRICAN EGG      |
| NORA      | HERRERA     | AFRICAN EGG      |
| AMY       | LOPEZ       | AFRICAN EGG      |
| ELAINE    | STEVENS     | AFRICAN EGG      |
| GILBERT   | SLEDGE      | AFRICAN EGG      |
| JOYCE     | EDWARDS     | AFRICAN EGG      |
| SETH      | HANNON      | AFRICAN EGG      |
| CLARENCE  | GAMEZ       | AGENT TRUMAN     |
| JANET     | PHILLIPS    | AGENT TRUMAN     |
| LESLIE    | SEWARD      | AGENT TRUMAN     |
| PERRY     | SWAFFORD    | AGENT TRUMAN     |
| IDA       | ANDREWS     | AGENT TRUMAN     |
| CATHERINE | CAMPBELL    | AGENT TRUMAN     |
| TERRY     | GRISSOM     | AGENT TRUMAN     |
| BETTY     | WHITE       | AGENT TRUMAN     |
| ALAN      | KAHN        | AGENT TRUMAN     |
| ELIZABETH | BROWN       | AGENT TRUMAN     |
| TONYA     | CHAPMAN     | AGENT TRUMAN     |
| TRACY     | COLE        | AGENT TRUMAN     |
| DIANE     | COLLINS     | AGENT TRUMAN     |
| CORY      | MEEHAN      | AGENT TRUMAN     |
| MAURICE   | CRAWLEY     | AGENT TRUMAN     |
| GINA      | WILLIAMSON  | AGENT TRUMAN     |
| ANTHONY   | SCHWAB      | AGENT TRUMAN     |
| CLINTON   | BUFORD      | AGENT TRUMAN     |
| KRISTIN   | JOHNSTON    | AGENT TRUMAN     |
| ROSEMARY  | SCHMIDT     | AGENT TRUMAN     |
| MARTHA    | GONZALEZ    | AGENT TRUMAN     |
| FRED      | WHEAT       | AIRPLANE SIERRA  |
| DEAN      | SAUER       | AIRPLANE SIERRA  |
+-----------+-------------+------------------+
100 rows in set (0.0245 sec)
 MySQL  localhost:33060+ ssl  sakila  SQL > SELECT
                                         -> i.store_id AS Tienda,
                                         -> f.title AS Pelicula,
                                         -> COUNT(i.inventory_id) AS CopiasDisponibles
                                         -> FROM
                                         -> inventory AS i
                                         -> INNER JOIN
                                         -> film AS f ON i.film_id = f.film_id
                                         -> LIMIT
                                         -> 100;
ERROR: 1140: In aggregated query without GROUP BY, expression #1 of SELECT list contains nonaggregated column 'sakila.i.store_id'; this is incompatible with sql_mode=only_full_group_by
 MySQL  localhost:33060+ ssl  sakila  SQL > SELECT i.store_id AS Tienda, f.title AS Pelicula, COUNT(i.inventory_id) AS CopiasDisponibles FROM inventory AS i INNER JOIN film AS f ON i.film_id = f.film_id GROUP BY i.store_id, f,title LIMIT 100;
ERROR: 1054: Unknown column 'f' in 'group statement'
 MySQL  localhost:33060+ ssl  sakila  SQL > SELECT i.store_id AS Tienda, f.title AS Pelicula, COUNT(i.inventory_id) AS CopiasDisponibles FROM inventory AS i INNER JOIN film AS f ON i.film_id = f.film_id GROUP BY i.store_id, f.title LIMIT 100;
+--------+-----------------------------+-------------------+
| Tienda | Pelicula                    | CopiasDisponibles |
+--------+-----------------------------+-------------------+
|      1 | ACADEMY DINOSAUR            |                 4 |
|      1 | AFFAIR PREJUDICE            |                 4 |
|      1 | AGENT TRUMAN                |                 3 |
|      1 | AIRPLANE SIERRA             |                 2 |
|      1 | ALABAMA DEVIL               |                 3 |
|      1 | ALADDIN CALENDAR            |                 4 |
|      1 | ALAMO VIDEOTAPE             |                 4 |
|      1 | ALASKA PHANTOM              |                 3 |
|      1 | ALIEN CENTER                |                 2 |
|      1 | ALLEY EVOLUTION             |                 2 |
|      1 | ALONE TRIP                  |                 3 |
|      1 | ALTER VICTORY               |                 3 |
|      1 | AMADEUS HOLY                |                 4 |
|      1 | AMELIE HELLFIGHTERS         |                 3 |
|      1 | AMERICAN CIRCUS             |                 2 |
|      1 | AMISTAD MIDSUMMER           |                 4 |
|      1 | ANACONDA CONFESSIONS        |                 3 |
|      1 | ANALYZE HOOSIERS            |                 4 |
|      1 | ANGELS LIFE                 |                 4 |
|      1 | ANNIE IDENTITY              |                 2 |
|      1 | ANONYMOUS HUMAN             |                 4 |
|      1 | ANTHEM LUKE                 |                 3 |
|      1 | ANTITRUST TOMATOES          |                 2 |
|      1 | ANYTHING SAVANNAH           |                 2 |
|      1 | APACHE DIVINE               |                 4 |
|      1 | ARACHNOPHOBIA ROLLERCOASTER |                 4 |
|      1 | ARIZONA BANG                |                 4 |
|      1 | ARMAGEDDON LOST             |                 3 |
|      1 | ATLANTIS CAUSE              |                 3 |
|      1 | ATTACKS HATE                |                 2 |
|      1 | ATTRACTION NEWTON           |                 4 |
|      1 | BACKLASH UNDEFEATED         |                 2 |
|      1 | BADMAN DAWN                 |                 3 |
|      1 | BAKED CLEOPATRA             |                 3 |
|      1 | BALLOON HOMEWARD            |                 2 |
|      1 | BANG KWAI                   |                 2 |
|      1 | BANGER PINOCCHIO            |                 3 |
|      1 | BARBARELLA STREETCAR        |                 4 |
|      1 | BAREFOOT MANCHURIAN         |                 3 |
|      1 | BASIC EASY                  |                 4 |
|      1 | BEAR GRACELAND              |                 3 |
|      1 | BEAST HUNCHBACK             |                 3 |
|      1 | BEAUTY GREASE               |                 4 |
|      1 | BEDAZZLED MARRIED           |                 2 |
|      1 | BENEATH RUSH                |                 3 |
|      1 | BERETS AGENT                |                 2 |
|      1 | BETRAYED REAR               |                 2 |
|      1 | BEVERLY OUTLAW              |                 4 |
|      1 | BIKINI BORROWERS            |                 2 |
|      1 | BILL OTHERS                 |                 4 |
|      1 | BINGO TALENTED              |                 4 |
|      1 | BIRCH ANTITRUST             |                 3 |
|      1 | BIRDCAGE CASPER             |                 3 |
|      1 | BIRDS PERDITION             |                 4 |
|      1 | BLACKOUT PRIVATE            |                 3 |
|      1 | BLADE POLISH                |                 3 |
|      1 | BLANKET BEVERLY             |                 4 |
|      1 | BLINDNESS GUN               |                 4 |
|      1 | BLOOD ARGONAUTS             |                 2 |
|      1 | BLUES INSTINCT              |                 3 |
|      1 | BOILED DARES                |                 4 |
|      1 | BOOGIE AMELIE               |                 4 |
|      1 | BORROWERS BEDAZZLED         |                 3 |
|      1 | BOULEVARD MOB               |                 3 |
|      1 | BOUND CHEAPER               |                 4 |
|      1 | BOWFINGER GABLES            |                 2 |
|      1 | BRAVEHEART HUMAN            |                 2 |
|      1 | BREAKFAST GOLDFINGER        |                 2 |
|      1 | BREAKING HOME               |                 3 |
|      1 | BRIDE INTRIGUE              |                 4 |
|      1 | BRIGHT ENCOUNTERS           |                 3 |
|      1 | BRINGING HYSTERICAL         |                 3 |
|      1 | BROOKLYN DESERT             |                 4 |
|      1 | BROTHERHOOD BLANKET         |                 4 |
|      1 | BUCKET BROTHERHOOD          |                 4 |
|      1 | BULL SHAWSHANK              |                 2 |
|      1 | BULWORTH COMMANDMENTS       |                 2 |
|      1 | BUTTERFLY CHOCOLAT          |                 4 |
|      1 | CABIN FLASH                 |                 4 |
|      1 | CALENDAR GUNFIGHT           |                 4 |
|      1 | CAMELOT VACATION            |                 4 |
|      1 | CAMPUS REMEMBER             |                 3 |
|      1 | CANDIDATE PERDITION         |                 2 |
|      1 | CANDLES GRAPES              |                 4 |
|      1 | CANYON STOCK                |                 4 |
|      1 | CAPER MOTIONS               |                 3 |
|      1 | CARIBBEAN LIBERTY           |                 3 |
|      1 | CAROL TEXAS                 |                 3 |
|      1 | CARRIE BUNCH                |                 4 |
|      1 | CASABLANCA SUPER            |                 2 |
|      1 | CAT CONEHEADS               |                 4 |
|      1 | CAUSE DATE                  |                 3 |
|      1 | CELEBRITY HORN              |                 2 |
|      1 | CENTER DINOSAUR             |                 4 |
|      1 | CHAINSAW UPTOWN             |                 4 |
|      1 | CHAMBER ITALIAN             |                 2 |
|      1 | CHANCE RESURRECTION         |                 3 |
|      1 | CHAPLIN LICENSE             |                 3 |
|      1 | CHARIOTS CONSPIRACY         |                 2 |
|      1 | CHASING FIGHT               |                 4 |
+--------+-----------------------------+-------------------+
100 rows in set (0.0861 sec)
 MySQL  localhost:33060+ ssl  sakila  SQL > SELECT
                                         -> c.first_name AS NombreCliente,
                                         -> c.last_name AS ApellidoCliente,
                                         -> f.title AS PeliculaRentada,
                                         -> r.rental_date AS FechaDeRenta,
                                         -> s.first_name AS NombreEmpleado,
                                         -> s.last_name AS ApellidoEmpleado
                                         -> ,
                                         -> ^C
 MySQL  localhost:33060+ ssl  sakila  SQL > SELECT
                                         -> c.first_name AS NombreCliente,
                                         -> c.last_name AS ApellidoCliente,
                                         -> f.title AS PeliculaRentada,
                                         -> r.rental_date AS FechaDeRenta,
                                         -> s.first_name AS NombreEmpleado,
                                         -> s.last_name AS ApellidoEmpleado
                                         -> FROM
                                         ->     rental AS r
                                         -> INNER JOIN
                                         ->     customer AS c ON r.customer_id = c.customer_id
                                         -> INNER JOIN
                                         ->     staff AS s ON r.staff_id = s.staff_id
                                         -> INNER JOIN
                                         ->     inventory AS i ON r.inventory_id = i.inventory_id

                                         -> INNER JOIN
                                         ->     film AS f ON i.film_id = f.film_id
                                         -> LIMIT 100;
+---------------+-----------------+-------------------+---------------------+----------------+------------------+
| NombreCliente | ApellidoCliente | PeliculaRentada   | FechaDeRenta        | NombreEmpleado | ApellidoEmpleado |
+---------------+-----------------+-------------------+---------------------+----------------+------------------+
| BRANDY        | GRAVES          | HUMAN GRAFFITI    | 2005-08-17 17:28:01 | Mike           | Hillyer          |
| RAMONA        | HALE            | HUMAN GRAFFITI    | 2005-07-30 14:15:02 | Mike           | Hillyer          |
| ARTHUR        | SIMPKINS        | HUMAN GRAFFITI    | 2005-08-02 06:52:54 | Mike           | Hillyer          |
| BYRON         | BOX             | HUMAN GRAFFITI    | 2005-07-12 12:37:00 | Mike           | Hillyer          |
| JEREMY        | HURTADO         | HUMAN GRAFFITI    | 2005-07-10 03:46:47 | Mike           | Hillyer          |
| KIM           | CRUZ            | HUMAN GRAFFITI    | 2005-07-30 00:22:31 | Mike           | Hillyer          |
| CAROLE        | BARNETT         | HUMAN GRAFFITI    | 2005-07-08 21:26:11 | Mike           | Hillyer          |
| CHARLIE       | BESS            | HOUSE DYNAMITE    | 2005-08-23 20:16:27 | Mike           | Hillyer          |
| CODY          | NOLEN           | HOUSE DYNAMITE    | 2005-07-29 11:35:46 | Mike           | Hillyer          |
| GREG          | ROBINS          | HOUSE DYNAMITE    | 2005-08-21 17:38:37 | Mike           | Hillyer          |
| ROBIN         | HAYES           | HOUSE DYNAMITE    | 2005-07-07 11:35:08 | Mike           | Hillyer          |
| DAVE          | GARDINER        | HOUSE DYNAMITE    | 2005-08-22 06:30:28 | Mike           | Hillyer          |
| ANDREW        | PURDY           | HOUSE DYNAMITE    | 2005-06-20 17:40:12 | Mike           | Hillyer          |
| JIM           | REA             | HOUSE DYNAMITE    | 2005-08-20 08:20:19 | Mike           | Hillyer          |
